tenure,MonthlyCharges,TotalCharges,gender_Male,SeniorCitizen_1,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
42,50.25,2203.65,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
4,70.2,280.35,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
3,29.7,91.7,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
40,65.1,2586.0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
52,64.3,3410.6,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
36,55.8,1941.5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
72,105.25,7609.75,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0
60,60.2,3582.4,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0
24,78.6,1846.65,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0
53,60.6,3297.0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
46,56.9,2560.1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
20,71.3,1389.2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
50,69.65,3442.15,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0
72,42.1,2962.0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
31,81.7,2548.65,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
24,35.75,830.8,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
8,45.15,438.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
72,90.95,6468.6,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0
6,55.0,340.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6,44.6,260.8,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,53.15,1930.9,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0
13,44.0,659.35,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,101.3,2812.2,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0
9,40.65,328.95,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
54,103.95,5639.05,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0
8,43.35,371.4,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1
1,45.05,45.05,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
68,95.1,6683.4,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0
4,70.5,294.2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6,90.75,512.25,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0
1,25.85,25.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,24.25,24.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25,38.1,970.4,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0
20,94.55,1899.65,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
47,74.05,3496.3,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1
41,45.2,1841.9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,38.5,330.8,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
70,64.55,4504.9,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0
35,75.35,2636.05,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,44.4,44.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,69.7,3686.05,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
70,74.1,5222.3,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0
47,95.05,4504.55,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0
8,59.25,436.6,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
72,115.15,8349.45,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
1,72.1,72.1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
24,54.75,1338.15,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
4,80.35,307.4,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
21,104.4,2157.95,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0
7,74.65,544.55,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
30,83.55,2570.2,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
32,91.35,2896.55,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1
42,33.55,1445.3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
68,64.35,4539.6,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0
15,30.2,469.65,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
33,80.1,2603.3,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
20,84.35,1745.2,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
1,50.75,50.75,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
9,84.45,762.5,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
26,81.9,2078.55,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
41,111.95,4534.9,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0
69,74.1,5031.0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0
69,87.3,6055.55,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0
63,98.0,6218.45,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0
14,81.95,1181.75,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1
25,74.3,1863.8,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1
13,100.8,1308.1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0
40,84.85,3303.05,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0
9,48.75,442.2,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0
35,91.0,3180.5,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0
19,49.6,962.9,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
67,86.15,5883.85,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0
72,85.25,6083.1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0
65,91.55,5963.95,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0
3,44.6,122.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58,45.0,2689.35,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0
3,107.95,318.6,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0
67,105.4,7035.6,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0
61,101.15,6383.9,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0
17,80.05,1345.65,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
35,24.15,812.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,94.6,279.55,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
28,82.85,2320.8,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
12,80.45,950.2,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
28,103.3,2890.65,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0
65,110.0,7138.65,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0
3,55.35,165.2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
36,97.35,3457.9,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0
30,106.4,3211.9,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0
71,65.15,4681.75,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
20,81.45,1671.6,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
35,61.2,2021.2,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
18,88.35,1639.3,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0
34,84.75,2839.45,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1
3,83.9,267.4,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
33,93.8,3124.5,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0
32,86.1,2723.75,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
25,99.3,2513.5,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0
5,81.3,416.3,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0
55,100.0,5509.3,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
38,101.15,3741.85,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0
9,75.5,637.4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
68,89.95,5974.3,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0
35,59.6,2094.9,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
72,63.7,4464.8,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0
2,79.85,152.45,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
65,105.1,6631.85,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0
1,24.6,24.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,70.35,139.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
64,81.25,5567.55,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0
61,105.55,6281.45,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0
38,84.1,3187.65,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0
47,90.05,4137.2,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
38,83.45,3147.15,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
41,102.6,4213.35,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0
65,58.9,3857.1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
72,64.45,4528.0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0
5,50.35,237.25,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
35,72.1,2495.15,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1
21,69.1,1474.75,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
7,34.2,256.6,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
34,116.25,3899.05,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
7,75.7,554.05,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0
61,93.7,5860.7,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0
5,89.5,477.7,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
67,94.1,6302.8,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0
1,55.0,55.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2,24.9,49.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6,94.5,575.45,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
49,93.65,4520.15,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
14,55.0,771.95,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0
28,56.05,1522.65,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
51,56.15,2898.95,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0
2,55.3,108.65,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
48,104.5,5068.05,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0
52,103.05,5364.8,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0
7,95.35,660.9,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
1,75.1,75.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
62,56.15,3487.95,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1,70.45,70.45,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
28,64.4,1802.15,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
60,49.45,2907.55,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0
51,110.05,5686.4,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0
19,99.95,1931.75,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0
51,59.3,3014.65,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0
4,87.1,341.45,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1
43,56.35,2391.15,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1,31.35,31.35,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
31,49.2,1498.55,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
41,35.4,1412.4,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
24,94.6,2283.15,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0
17,51.5,900.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
68,86.45,5762.95,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0
68,102.1,7149.35,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0
4,45.65,191.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,44.9,44.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,62.8,418.3,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
51,29.45,1459.35,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
5,75.55,349.65,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
32,108.15,3432.9,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0
37,88.8,3340.55,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
19,25.35,566.1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
18,64.8,1166.7,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
26,105.75,2710.25,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0
28,92.2,2568.15,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
5,82.75,417.75,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0
35,94.55,3365.4,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0
67,85.25,5714.2,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1
57,54.65,3134.7,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
70,89.0,6293.2,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0
63,58.55,3503.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
57,101.3,5779.6,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
1,49.25,49.25,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2,70.15,123.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
6,48.95,273.25,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
72,89.75,6595.9,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0
17,98.6,1704.95,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
35,109.95,3782.4,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0
55,77.75,4458.15,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
55,104.15,5743.05,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0
48,78.9,3771.5,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0
20,50.0,1003.05,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
59,79.85,4786.1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0
61,33.6,2117.2,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
22,55.15,1193.05,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
63,81.15,5224.5,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0
71,85.45,6029.9,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0
72,89.05,6254.45,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0
5,53.8,283.95,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
27,71.6,1957.1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
43,101.4,4528.0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0
20,95.5,1916.2,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0
19,56.2,1093.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
62,92.05,5755.8,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0
71,89.45,6435.25,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0
72,113.4,8164.1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
11,34.7,383.55,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
59,93.85,5574.75,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
27,48.7,1421.75,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
50,82.5,4179.1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
55,100.15,5409.75,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
7,69.7,516.15,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
9,74.65,703.55,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0
33,91.25,2964.05,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,45.3,45.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,98.25,560.6,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0
1,55.4,55.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
67,103.15,6895.5,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0
17,80.85,1445.95,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0
61,115.1,6993.65,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1
72,64.75,4804.75,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
31,89.3,2823.0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0
25,40.65,970.55,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0
13,43.8,592.65,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5,50.6,249.95,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
54,110.35,5893.15,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0
29,94.2,2607.6,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0
36,54.45,1893.5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
35,73.45,2661.1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0
31,94.5,2979.2,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0
66,103.15,7031.3,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0
60,60.5,3694.45,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
49,90.05,4547.25,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0
1,70.55,70.55,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
8,25.25,186.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32,91.05,2954.5,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
3,80.35,253.8,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
44,74.85,3268.05,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
3,79.4,244.65,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
71,89.9,6342.7,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0
13,23.9,300.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
42,60.15,2421.6,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
7,64.2,475.0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0
61,107.75,6521.9,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0
72,78.85,5763.15,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0
51,79.15,4018.55,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
8,70.7,553.4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45,112.2,5031.85,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0
22,88.75,1885.15,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0
17,101.8,1752.45,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0
47,74.45,3510.3,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
25,54.75,1266.35,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
1,70.15,70.15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
15,89.0,1288.3,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
36,106.05,3834.4,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0
6,55.9,365.35,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1,90.6,90.6,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,44.55,44.55,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,86.05,86.05,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
1,25.15,25.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,85.45,85.45,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
62,92.3,5731.45,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0
22,65.25,1441.8,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
65,104.3,6725.3,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0
1,29.15,29.15,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
59,99.5,5890.0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
52,108.1,5839.3,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0
65,104.35,6578.55,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0
1,45.3,45.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,90.15,6237.05,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0
57,74.3,4018.35,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
33,59.45,1884.65,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0
63,81.2,4965.1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0
3,69.85,199.85,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
72,88.05,6520.8,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0
72,82.15,5784.3,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0
47,58.9,2813.05,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1
1,74.35,74.35,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
67,102.95,6886.25,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0
13,70.15,916.75,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
31,71.05,2168.15,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0
